,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
118,UCAD,294,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et Technologie, mention chimie, spécialité chimie et biologie, option envirronement",Sciences et Technologies,Chimie,Chimie et Biologie,Environnement
119,UCAD,318,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématique, spécialité Géométrie différentielle et applications",Sciences et Technologies,Mathématiques,"Algèbre, Géométrie Algébrique et Applications",
120,UCAD,319,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématique, spécialité géométrie différentielle option Géométrie différentielle et applications",Sciences et Technologies,Mathématiques,Géométrie différentielle,Géométrie differentielle et apllications
121,UCAD,320,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématique, spécialité mathématiques appliquées, option analyse numérique",Sciences et Technologies,Mathématiques,mathématiques appliquées,Analyse numériques
122,UCAD,555,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématique, spécialité mathématiques appliquées, option mathématique de la décision et recherche opérationnelle",Sciences et Technologies,Mathématiques,mathématiques appliquées,Mathématiques de la décision/rechercherche opérationnelle
123,UCAD,554,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématique, spécialité mathématiques appliquées, option probabilités et statistiques",Sciences et Technologies,Mathématiques,mathématiques appliquées,Probabilités et statistiques
124,UCAD,323,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et Technologie, mention mathématiques et informatique appliquées, spécialité bioinformatique et biomathématiques",Sciences et Technologies,Mathématiques et Informatique appliquées,Bioinformatique et biomathématiques,
125,UCAD,324,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et Technologie, mention mathématiques et informatique appliquées, spécialité modélisations statistique et informatique",Sciences et Technologies,Mathématiques et Informatique appliquées,modélisations statistique et informatique,
126,UCAD,325,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et Technologie, mention mathématiques et informatique appliquées, spécialité transmission de données et sécurité de l'information, option mathématiques, cryptographie et informatique",Sciences et Technologies,Mathématiques et Informatique appliquées,transmission de données et sécurité de l'information,"Mathématiques,cryptographie et informatique"
127,UCAD,326,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et Technologie, mention mathématiques et informatique appliquées, spécialité transmission de données et sécurité de l'informattion, option cryptographie et informatique",Sciences et Technologies,Informatiques,transmission de données et sécurité de l'information,Cryptographie et Informatique
128,UCAD,584,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et Technologie, mention sciences de la vie, specialité biologie animale, option génétique des populations",Sciences et Technologies,Sciences de la Vie,Biologie animale,Génétique des populations
129,UCAD,586,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et Technologie, mention sciences de la vie, spécialilité biologie animale, option parasitologie",Sciences et Technologies,Sciences de la Vie,Biologie animale,Parasitologie
130,UCAD,583,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et Technologie, mention sciences de la vie, spécialité biologie animale, option entomologie",Sciences et Technologies,Sciences de la Vie,Biologie animale,Entomologie
131,UCAD,351,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et Technologie, mention sciences de la vie, spécialité biologie animale, option écologie et gestion des écosystèmes",Sciences et Technologies,Sciences de la Vie,Biologie animale,Ecologie et getion des écosystèmes
132,UCAD,363,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et technologie,  mention sciences de l'environnement, spécialité mines et environnement, option environnement et gestion des rejets miniers",Sciences et Technologies,Sciences de l'Environnement,Mines et Environnement,
133,UCAD,356,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie,  sciences de la vie, spécialité biologie végétale, option technologies des semences",Sciences et Technologies,Sciences de la Vie,Biologie végétale,Technologies des semences
134,UCAD,337,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et technologie, mention  Physique-Chimie, spécialité enseignement",Sciences et Technologies,Physique-Chimie,Enseignement,
135,UCAD,365,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et technologie, mention Sciences de l'Environnement, spécialité Sciences de l'Environnement",Sciences et Technologies,Sciences de l'Environnement,Sciences et Environnement,
136,UCAD,293,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et technologie, mention chimie, spécialité chimie et biochimie des produits naturels",Sciences et Technologies,Chimie,Chimie et Biochimie des Produits Naturels,
137,UCAD,366,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et technologie, mention sciences de l'environnement, spécialité gestion des ressources naturelles et développement durable",Sciences et Technologies,Sciences de l'Environnement,Gestion des Ressources Naturelles et Environnement,
138,UCAD,364,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences et technologie, mention sciences de l'environnement, spécialité responsabbilité sociale et environnementale",Sciences et Technologies,Sciences de l'Environnement, Responsabbilité Sociale et Environnement,
139,UCAD,358,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences et technologie, mention sciences de la Vie et de la Terre, spécialité enseignement",Sciences et Technologies,Sciences de la Vie et de la Terre,Enseignement,
140,UCAD,353,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité agroécologie, option horticulture",Sciences et Technologies,Sciences de la Vie,Agroécologie,Horticulture
141,UCAD,350,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité biologie végétale, option agroforesterie, écologie, adaptation",Sciences et Technologies,Sciences de la Vie,Biologie végétale,"agroforesterie, écologie, adaptation"
142,UCAD,352,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité biologie végétale, option biotechnologies végétales et microbiennes",Sciences et Technologies,Sciences de la Vie,Biologie végétale,"biotechnologies,  végétales et microbiennes"
143,UCAD,355,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité biologie végétale, option phythopharmacie et protection des végétaux",Sciences et Technologies,Sciences de la Vie,Biologie végétale,Phytopharmacie et protection des végétaux
144,UCAD,349,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité biologie végétale, option taxonomie, biodiversité, ethnobotanique et conservation des ressources naturelles",Sciences et Technologies,Sciences de la Vie,Biologie végétale,"taxonomie, biodiversité, ethnobotanique et conservation des ressources naturelles"
145,UCAD,354,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences et technologie, mention sciences de la vie, spécialité sciences alimentaires et nutritionnelles, option nutrition et alimentation humaine",Sciences et Technologies,Sciences de la Vie,sciences alimentaires et nutritionnelles,Nutrition et alimentation humaines
146,UCAD,435,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en gestion de la mobilité, des transports et de la logistique",Sciences et Technologies,Sciences de l'ingénieur,"Gestion de la mobilité, des transports et de la logistique",
147,UCAD,437,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en génie agroalimentaire, biologique et chimique, option  Management de la Qualité dans les Bio - Industries",Sciences et Technologies,Sciences de l'ingénieur,"Génie agroalimentaire, biologique et chimique", Management de la Qualité dans les Bio - Industries
148,UCAD,419,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,Master en génie civil option génie civil et des structures,Sciences et Technologies,Sciences de l'ingénieur,Génie civil,Génie civil et des structures
149,UCAD,434,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,Master en génie mécanique option gestion des systèmes industriels et de la production,Sciences et Technologies,Sciences de l'ingénieur,Génie mécanique,Gestion des Systèmes Industriels et de la Production
150,UCAD,433,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,Master en génie mécanique option énergétique et environnement,Sciences et Technologies,Sciences de l'ingénieur,Génie mécanique,Energétique et Environnement
151,UCAD,307,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en informatique, spécialité systèmes d'information réparties",Sciences et Technologies,Informatiques,Systèmes d'information réparties,
152,UCAD,295,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences et technologie, mention chimie, spécialité chimie organique et inorganique, option Chimie organique",Sciences et Technologies,Chimie,Chimie Organique et Inorganique,Chimie organique
153,UCAD,540,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences et technologie, mention chimie, spécialité chimie organique et inorganique, option chimie inorganique",Sciences et Technologies,Chimie,Chimie Organique et Inorganique,Chimie inorganique
154,UCAD,300,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences et technologies, mention géosciences, spécialité hydrogéologie",Sciences et Technologies,Géosciences,Hydrogéologie,
155,UCAD,301,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences et technologies, mention géosciences, spécialité pétrologie, tectonique et métallogénie",Sciences et Technologies,Géosciences,"Pétrologie, Tectonique et Métallogénie",
156,UCAD,308,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences et technologies, mention informatique",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
157,UCAD,305,Diplôme de Master,Initiale,Présentielle,Non déterminée,"Master en sciences et technologies, mention informatique, spécialité Busness intelligence",Sciences et Technologies,Informatiques,Business intelligence,
158,UCAD,306,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en sciences et technologies, mention informatique, spécialité réseaux et télécommunications",Sciences et Technologies,Informatiques,Réseaux et télécommunications,
159,UCAD,450,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master professionnel en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité éducation et motricité",Sciences et Technologies,"Sciences et Techniques des Activites Physques,sportives,de jeunesse et du loisir",Education et Motricité,
160,UCAD,362,Diplôme de Master,Mixte,Présentielle,Mixte,"Master professionnel en sciences et technologies, mention sciences de l'environnement, spécialité écologie et gestion des écosystèmes aquatiques",Sciences et Technologies,Sciences de l'Environnement,Ecologie et Gestion des Ecosystèmes Aquatiques,
161,UCAD,422,Diplôme de Master,Mixte,Présentielle,Mixte,"Master professionnel en sciences et technologies, mention sciences de l'ingénieur, spécialité aquaculture",Sciences et Technologies,Sciences de l'ingénieur,Aquaculture,
162,UCAD,440,Diplôme de Master,Mixte,Présentielle,Mixte,"Master professionnel en sciences et technologies, mention sciences de l'ingénieur, spécialité pêche",Sciences et Technologies,Sciences de l'ingénieur,Pêche,
163,UCAD,444,Diplôme de Master,Mixte,Présentielle,Mixte,"Master professionnel en sciences et technologies, mention sciences de l'ingénieur, spécialité transformation des produits halieutiques",Sciences et Technologies,Sciences de l'ingénieur,Transformation des produits halieutiques,
